MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
2-STORY 1946 & NEWER,Resi Low Density,12376,True,SawyerW,1Fam,Good,1990,Hip,CompShg,None,1699,1523,594.0,Paved,320000,3816.0
1-STORY 1946 & NEWER,Resi Low Density,10004,True,NAmes,1Fam,Above Avg,1964,Gable,CompShg,BrkFace,1516,0,472.0,Paved,167000,1988.0
1-STORY 1945 & OLDER,Resi Low Density,8250,True,Edwards,1Fam,Average,1935,Gable,CompShg,None,1032,0,260.0,Paved,125000,1292.0
1-STORY 1946 & NEWER,Resi Med Density,12205,True,OldTown,1Fam,Fair,1949,Gable,CompShg,None,1588,0,0.0,Dirt/Gravel,65000,1588.0
1-STORY 1946 & NEWER,Resi Low Density,11175,True,CollgCr,1Fam,Good,2007,Gable,CompShg,None,1316,0,440.0,Paved,200141,1756.0
1-STORY 1946 & NEWER,Resi Low Density,9965,True,Somerst,1Fam,Good,2007,Gable,CompShg,0,1528,0,480.0,Paved,235876,2008.0
2-STORY 1945 & OLDER,Resi Med Density,8660,True,IDOTRR,1Fam,Average,1900,Gambrel,CompShg,None,928,928,576.0,Paved,123000,2432.0
1-1/2 STORY FINISHED,Resi Low Density,12375,True,Sawyer,1Fam,Average,1951,Gable,CompShg,Stone,1081,341,288.0,Paved,137500,1710.0
1-STORY 1946 & NEWER,Resi Low Density,8070,True,CollgCr,1Fam,Below Avg,1994,Gable,CompShg,None,990,0,0.0,Paved,123600,990.0
1-STORY 1946 & NEWER,Resi Low Density,8658,True,NAmes,1Fam,Above Avg,1965,Gable,CompShg,BrkFace,1324,0,440.0,Paved,160000,1764.0
2-STORY 1946 & NEWER,Resi Low Density,8063,True,Gilbert,1Fam,Above Avg,2000,Gable,CompShg,None,948,742,463.0,Paved,181000,2153.0
1-STORY 1946 & NEWER,Resi Med Density,8235,True,OldTown,1Fam,Average,1955,Gable,CompShg,None,825,0,720.0,Paved,125000,1545.0
2-STORY 1946 & NEWER,Resi Low Density,11700,True,NWAmes,1Fam,Above Avg,1968,Gable,CompShg,None,829,727,441.0,Paved,154000,1997.0
2-STORY 1946 & NEWER,Resi Low Density,12961,True,Mitchel,1Fam,Above Avg,1993,Gable,CompShg,None,1152,645,616.0,Paved,231000,2413.0
1-STORY 1946 & NEWER,Resi Low Density,8450,True,NAmes,1Fam,Average,1968,Gable,CompShg,None,1056,0,304.0,Paved,142000,1360.0
2-1/2 STORY,Resi Med Density,22950,True,OldTown,1Fam,Very Excellent,1892,Gable,WdShngl,None,1518,1518,840.0,Paved,475000,3876.0
1-STPUD-1946 & NEWER,Resi Med Density,5748,True,Crawfor,TwnhsE,Very good,2005,Hip,CompShg,Stone,1778,0,495.0,Paved,375000,2273.0
1-STORY 1946 & NEWER,Resi Low Density,10500,True,NAmes,1Fam,Below Avg,1971,Gable,CompShg,None,864,0,0.0,Paved,115000,864.0
1-STORY 1946 & NEWER,Floating Village,7500,False,Somerst,1Fam,Good,2004,Gable,CompShg,None,1221,0,400.0,Paved,185000,1621.0
1-STORY W/FINISHED ATTIC,Resi Low Density,10042,True,Edwards,1Fam,Above Avg,1920,Gable,CompShg,None,740,125,216.0,Paved,108500,1081.0
2ST PUD - 1946 & NEWER,Floating Village,2544,False,Somerst,Twnhs,Good,2005,Gable,CompShg,None,520,623,480.0,Paved,147400,1623.0
2ST PUD - 1946 & NEWER,Floating Village,3768,True,Somerst,TwnhsE,Good,1999,Hip,CompShg,BrkFace,713,739,506.0,Paved,156000,1958.0
1-1/2 STORY FINISHED,Resi Med Density,10320,False,IDOTRR,1Fam,Average,1915,Gable,CompShg,None,880,428,400.0,Paved,120000,1708.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9734,True,Gilbert,1Fam,Good,2004,Gable,CompShg,None,744,630,400.0,Paved,167000,1774.0
1-STPUD-1946 & NEWER,Resi Low Density,3182,True,Blmngtn,TwnhsE,Good,2005,Gable,CompShg,BrkFace,1504,0,437.0,Paved,191000,1941.0
SPLIT OR MULTI-LEVEL,Resi Low Density,8872,True,Gilbert,1Fam,Above Avg,1997,Gable,CompShg,None,754,630,390.0,Paved,161500,1774.0
1-STORY 1946 & NEWER,Resi Low Density,12198,True,NAmes,1Fam,Average,1955,Gable,CompShg,None,1411,0,310.0,Paved,130000,1721.0
1-STORY 1946 & NEWER,Resi Low Density,8480,True,Sawyer,1Fam,Average,1963,Hip,CompShg,None,970,0,624.0,Paved,132500,1594.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10200,True,Sawyer,1Fam,Average,1970,Hip,CompShg,None,904,0,912.0,Paved,144000,1816.0
DUPLEX,Resi Low Density,9555,True,Edwards,Duplex,Average,1979,Gable,CompShg,None,1100,1133,579.0,Paved,141000,2812.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,CollgCr,1Fam,Below Avg,1972,Gable,CompShg,None,875,0,728.0,Paved,117000,1603.0
2 FAMILY CONVERSION,Resi Med Density,6780,True,IDOTRR,2fmCon,Above Avg,1935,Gable,CompShg,None,520,0,0.0,Dirt/Gravel,84500,520.0
1-STORY 1946 & NEWER,Resi Low Density,53227,True,ClearCr,1Fam,Below Avg,1954,Flat,Tar&Grv,None,1663,0,529.0,Paved,256000,2192.0
1-STORY 1946 & NEWER,Resi Low Density,9100,True,NAmes,1Fam,Average,1965,Gable,CompShg,None,925,0,429.0,Paved,117500,1354.0
1-1/2 STORY FINISHED,Resi Low Density,9600,True,Crawfor,1Fam,Average,1940,Gable,CompShg,None,976,332,256.0,Paved,160000,1564.0
1-STORY 1946 & NEWER,Resi Low Density,14175,True,Sawyer,1Fam,Average,1956,Hip,CompShg,None,1375,0,323.0,Paved,187000,1698.0
2-STORY 1946 & NEWER,Resi Low Density,14277,True,NridgHt,1Fam,Very good,2003,Gable,CompShg,BrkFace,1217,1168,818.0,Paved,350000,3203.0
DUPLEX,Resi Low Density,9000,True,NAmes,Duplex,Average,1974,Gable,CompShg,None,896,896,480.0,Paved,133000,2272.0
1-STORY 1946 & NEWER,Resi Low Density,13693,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,Stone,2464,0,650.0,Paved,417500,3114.0
1-STPUD-1946 & NEWER,Resi Low Density,3635,True,Blmngtn,TwnhsE,Good,2007,Hip,CompShg,BrkFace,1569,0,660.0,Paved,175900,2229.0
1-STORY 1946 & NEWER,Resi Low Density,10933,True,CollgCr,1Fam,Excellent,2009,Hip,CompShg,Stone,1680,0,1138.0,Paved,323262,2818.0
1-STORY 1946 & NEWER,Resi Low Density,8450,True,CollgCr,1Fam,Good,2003,Gable,CompShg,None,1337,0,531.0,Paved,185000,1868.0
1-STORY 1945 & OLDER,Resi Low Density,8550,True,NAmes,1Fam,Above Avg,1934,Gable,CompShg,None,816,0,240.0,Paved,129800,1056.0
1-STORY 1946 & NEWER,Resi Low Density,12182,True,NridgHt,1Fam,Good,2005,Gable,CompShg,BrkFace,1541,0,532.0,Paved,220000,2073.0
1-1/2 STORY FINISHED,Resi Med Density,6120,True,BrkSide,1Fam,Below Avg,1935,Gable,CompShg,None,989,584,240.0,Paved,133000,1813.0
1-1/2 STORY FINISHED,Resi Low Density,10800,True,NAmes,1Fam,Below Avg,1949,Gable,CompShg,None,832,629,384.0,Paved,133500,1845.0
DUPLEX,Resi Low Density,12760,True,Mitchel,Duplex,Above Avg,1976,Gable,CompShg,None,2048,0,776.0,Paved,170000,2824.0
2-STORY 1946 & NEWER,Resi Low Density,7655,True,Gilbert,1Fam,Above Avg,1993,Gable,CompShg,None,910,732,392.0,Paved,168000,2034.0
2-STORY 1945 & OLDER,Resi Med Density,10560,True,OldTown,1Fam,Above Avg,1922,Gable,CompShg,None,868,602,624.0,Paved,140750,2094.0
2-STORY 1946 & NEWER,Resi Low Density,7500,True,Gilbert,1Fam,Above Avg,1999,Gable,CompShg,None,957,1342,482.0,Paved,204000,2781.0
2-STORY 1946 & NEWER,Resi Low Density,9505,True,Gilbert,1Fam,Good,2001,Gable,CompShg,BrkFace,884,1151,434.0,Paved,222500,2469.0
SPLIT FOYER,Resi Low Density,10205,True,NAmes,1Fam,Average,1962,Gable,CompShg,None,999,0,300.0,Paved,134500,1299.0
1-STPUD-1946 & NEWER,Floating Village,4379,True,Somerst,TwnhsE,Very good,2004,Gable,CompShg,None,1378,0,540.0,Paved,214000,1918.0
2 FAMILY CONVERSION,Resi Med Density,7800,True,OldTown,2fmCon,Average,1939,Gable,CompShg,None,793,325,410.0,Paved,119900,1528.0
DUPLEX,Resi Low Density,12108,True,Edwards,Duplex,Below Avg,1955,Gable,CompShg,BrkFace,1440,0,0.0,Paved,118000,1440.0
1-STORY 1946 & NEWER,Resi Low Density,7000,True,NAmes,1Fam,Average,1960,Gable,CompShg,BrkFace,1134,0,254.0,Paved,135000,1388.0
1-1/2 STORY FINISHED,Resi Low Density,13053,False,BrkSide,1Fam,Above Avg,1923,Gambrel,CompShg,None,1053,795,370.0,Dirt/Gravel,207000,2218.0
1-1/2 STORY FINISHED,Resi Low Density,8400,True,SWISU,1Fam,Above Avg,1925,Gable,CompShg,None,1390,304,576.0,Paved,136500,2270.0
1-STORY 1946 & NEWER,Resi Med Density,6000,True,OldTown,1Fam,Below Avg,1954,Gable,CompShg,None,901,0,281.0,Paved,107900,1182.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Above Avg,1938,Gable,CompShg,None,861,548,528.0,Paved,126000,1937.0
1-STORY 1946 & NEWER,Resi Low Density,31770,True,NAmes,1Fam,Above Avg,1960,Hip,CompShg,Stone,1656,0,528.0,Partial Paved,215000,2184.0
2-STORY 1946 & NEWER,Resi Low Density,12474,True,NridgHt,1Fam,Very Excellent,2007,Gable,CompShg,Stone,1742,590,846.0,Paved,426000,3178.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1950,Gable,CompShg,None,1113,0,264.0,Paved,147000,1377.0
1-STORY 1945 & OLDER,Resi Low Density,8574,True,Crawfor,1Fam,Above Avg,1916,Gable,CompShg,None,1232,0,440.0,Paved,147500,1672.0
1-STORY 1946 & NEWER,Resi Low Density,14418,True,NridgHt,1Fam,Excellent,2007,Hip,CompShg,BrkFace,1950,0,706.0,Paved,383000,2656.0
1-STORY 1946 & NEWER,Resi Low Density,10400,True,NWAmes,1Fam,Good,1988,Gable,CompShg,BrkFace,1872,0,604.0,Paved,241500,2476.0
1-1/2 STORY FINISHED,Resi Low Density,15564,True,Crawfor,1Fam,Above Avg,1914,Gable,CompShg,None,676,588,400.0,Paved,147500,1664.0
2-STORY 1946 & NEWER,Resi Low Density,13543,True,StoneBr,1Fam,Very good,2005,Gable,CompShg,Stone,1168,1332,683.0,Paved,355000,3183.0
1-1/2 STORY UNFINISHED,Resi Med Density,6130,True,BrkSide,1Fam,Average,1924,Gable,CompShg,None,784,0,0.0,Paved,109500,784.0
1-STORY 1945 & OLDER,Resi Med Density,5925,True,OldTown,1Fam,Poor,1940,Gable,CompShg,None,612,0,308.0,Dirt/Gravel,45000,920.0
2-STORY 1945 & OLDER,Resi Low Density,24090,True,ClearCr,1Fam,Good,1940,Gable,CompShg,None,1207,1196,349.0,Paved,244400,2752.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Above Avg,1953,Hip,CompShg,Stone,1644,0,418.0,Paved,167000,2062.0
2-STORY 1946 & NEWER,Resi Low Density,8158,True,CollgCr,1Fam,Good,2002,Gable,CompShg,BrkFace,860,869,542.0,Paved,200000,2271.0
1-STORY 1945 & OLDER,Resi Low Density,5220,True,SWISU,1Fam,Average,1936,Gable,CompShg,None,879,0,180.0,Partial Paved,80000,1059.0
1-STORY 1946 & NEWER,Resi Low Density,8172,True,Edwards,1Fam,Average,1955,Hip,CompShg,None,864,0,572.0,Dirt/Gravel,115000,1436.0
1-STORY 1946 & NEWER,Resi Low Density,9000,True,NAmes,1Fam,Above Avg,1956,Gable,CompShg,BrkFace,1196,0,297.0,Paved,139000,1493.0
2-STORY 1946 & NEWER,Resi Low Density,7844,True,Sawyer,1Fam,Above Avg,1978,Hip,CompShg,BrkFace,672,728,440.0,Paved,149500,1840.0
2-STORY 1945 & OLDER,Resi Low Density,9084,True,Edwards,1Fam,Below Avg,1940,Gable,CompShg,None,755,755,296.0,Partial Paved,108000,1806.0
2 FAMILY CONVERSION,Resi Low Density,10800,False,OldTown,2fmCon,Below Avg,1900,Gable,CompShg,None,694,600,0.0,Dirt/Gravel,106250,1294.0
1-STORY 1946 & NEWER,Resi Low Density,8556,True,CollgCr,1Fam,Good,2006,Gable,CompShg,None,1240,0,826.0,Paved,194000,2066.0
1-STORY 1946 & NEWER,Resi Low Density,9100,True,Sawyer,1Fam,Average,1962,Hip,CompShg,BrkFace,988,0,624.0,Paved,129500,1612.0
DUPLEX,Resi Low Density,8668,True,NAmes,Duplex,Average,1968,Gable,CompShg,None,1560,0,792.0,Paved,126000,2352.0
1-STORY 1946 & NEWER,Resi Low Density,11767,True,Edwards,1Fam,Average,1950,Gable,CompShg,None,1368,0,195.0,Paved,120000,1563.0
1-STORY 1946 & NEWER,Resi Low Density,8400,True,CollgCr,1Fam,Good,2004,Gable,CompShg,BrkFace,1484,0,606.0,Paved,213000,2090.0
1-STPUD-1946 & NEWER,Resi Low Density,3874,True,Greens,TwnhsE,Very good,1980,Gable,CompShg,None,1226,0,484.0,Paved,190000,1710.0
1-STORY 1946 & NEWER,Resi Low Density,8076,True,Gilbert,1Fam,Above Avg,1993,Gable,CompShg,BrkFace,1169,0,402.0,Paved,183500,1571.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10090,True,NAmes,1Fam,Good,1963,Gable,CompShg,BrkFace,1035,616,276.0,Paved,172000,1927.0
1-STORY 1946 & NEWER,Resi Low Density,8877,True,Edwards,1Fam,Below Avg,1938,Gable,CompShg,None,816,0,288.0,Paved,100000,1104.0
1-STORY 1946 & NEWER,Resi Low Density,11058,True,CollgCr,1Fam,Good,2007,Gable,CompShg,Stone,1564,0,814.0,Paved,218836,2378.0
2 FAMILY CONVERSION,Resi Med Density,10800,False,OldTown,2fmCon,Above Avg,1905,Gable,CompShg,None,1221,691,672.0,Paved,163000,2584.0
1-STORY 1946 & NEWER,Resi Low Density,10936,True,Gilbert,1Fam,Good,2006,Gable,CompShg,None,1525,0,534.0,Paved,206580,2059.0
2-STORY 1946 & NEWER,Resi Low Density,8461,True,CollgCr,1Fam,Above Avg,2005,Gable,CompShg,None,728,728,390.0,Paved,163990,1846.0
2-STORY 1945 & OLDER,Resi Med Density,7518,True,IDOTRR,1Fam,Average,1910,Gable,CompShg,None,665,665,390.0,Dirt/Gravel,116500,1720.0
2-STORY 1946 & NEWER,Resi Low Density,8010,True,Gilbert,1Fam,Good,2002,Gable,CompShg,None,840,880,400.0,Paved,188000,2120.0
SPLIT FOYER,Resi Low Density,10050,True,NAmes,1Fam,Average,1966,Gable,CompShg,BrkFace,1280,0,432.0,Paved,175000,1712.0
1-STPUD-1946 & NEWER,Resi Low Density,4740,True,StoneBr,TwnhsE,Very good,1988,Gable,CompShg,None,1179,0,480.0,Paved,182000,1659.0
1-STORY 1945 & OLDER,Resi Med Density,6978,True,OldTown,1Fam,Average,1926,Gable,CompShg,None,960,0,576.0,Paved,103000,1536.0
1-STORY 1946 & NEWER,Resi Low Density,11400,True,NoRidge,1Fam,Very Excellent,2001,Hip,CompShg,BrkFace,2633,0,804.0,Paved,466500,3437.0
1-STORY 1946 & NEWER,Resi Low Density,9240,True,NAmes,1Fam,Above Avg,1959,Hip,CompShg,None,988,0,297.0,Paved,149500,1285.0
1-STPUD-1946 & NEWER,Resi Low Density,2304,True,NPkVill,Twnhs,Good,1978,Gable,CompShg,None,1055,0,319.0,Paved,142500,1374.0
1-STORY 1945 & OLDER,Resi Low Density,7223,True,Crawfor,1Fam,Average,1926,Hip,CompShg,None,1422,0,352.0,Paved,136500,1774.0
2ST PUD - 1946 & NEWER,Resi High Density,3612,True,Landmrk,Twnhs,Above Avg,1993,Gable,CompShg,None,630,690,484.0,Paved,137000,1804.0
1-STORY 1946 & NEWER,Resi Low Density,12680,True,NWAmes,1Fam,Good,1988,Gable,CompShg,BrkFace,1688,0,528.0,Paved,226500,2216.0
1-STORY 1946 & NEWER,Resi Low Density,10176,True,Gilbert,1Fam,Good,1990,Gable,CompShg,None,1341,0,506.0,Paved,171500,1847.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10780,True,CollgCr,1Fam,Average,1976,Gable,CompShg,None,954,0,576.0,Paved,132500,1530.0
DUPLEX,Resi Low Density,8544,True,NAmes,Duplex,Fair,1949,Gable,CompShg,BrkFace,1040,0,400.0,Paved,87500,1440.0
2-STORY 1946 & NEWER,Floating Village,10646,True,Somerst,1Fam,Good,2001,Gable,CompShg,BrkFace,872,917,546.0,Paved,223000,2335.0
1-STORY 1946 & NEWER,Resi Low Density,8400,True,NAmes,1Fam,Above Avg,1962,Gable,CompShg,BrkFace,1537,0,462.0,Paved,174000,1999.0
1-STORY 1946 & NEWER,Resi Low Density,15428,True,NAmes,1Fam,Average,1951,Hip,CompShg,None,884,0,270.0,Paved,142000,1154.0
1-STORY 1946 & NEWER,Floating Village,11216,True,Somerst,1Fam,Very good,2006,Gable,CompShg,None,1489,0,776.0,Paved,232600,2265.0
1-STORY 1946 & NEWER,Resi Low Density,10140,True,NWAmes,1Fam,Above Avg,1974,Hip,CompShg,BrkFace,1309,0,484.0,Paved,181000,1793.0
2ST PUD - 1946 & NEWER,Resi Med Density,3964,True,MeadowV,TwnhsE,Above Avg,1973,Gable,CompShg,None,1291,1230,576.0,Paved,151400,3097.0
1-STORY 1946 & NEWER,Resi Low Density,11428,True,NridgHt,1Fam,Very good,2006,Gable,CompShg,Stone,1634,0,866.0,Paved,250000,2500.0
2-STORY 1946 & NEWER,Resi Low Density,10421,True,NWAmes,1Fam,Good,1988,Gable,CompShg,BrkFace,980,734,496.0,Paved,196500,2210.0
2-1/2 STORY,Resi Med Density,13500,False,OldTown,1Fam,Good,1879,Gable,CompShg,None,1312,1142,576.0,Dirt/Gravel,185000,3030.0
1-STORY 1946 & NEWER,Resi Low Density,9000,True,NWAmes,1Fam,Above Avg,1969,Gable,CompShg,BrkFace,1216,0,336.0,Paved,113000,1552.0
1-STORY 1946 & NEWER,Resi Low Density,8089,True,StoneBr,1Fam,Very good,2007,Gable,CompShg,BrkFace,1419,0,567.0,Paved,392000,1986.0
DUPLEX,Resi Low Density,9400,True,Edwards,Duplex,Above Avg,1975,Flat,Tar&Grv,BrkFace,980,0,0.0,Paved,127500,980.0
2ST PUD - 1946 & NEWER,Floating Village,2117,True,Somerst,Twnhs,Above Avg,2000,Gable,CompShg,BrkFace,769,804,440.0,Paved,177000,2013.0
2-STORY 1946 & NEWER,Floating Village,10625,True,Somerst,1Fam,Above Avg,2004,Gable,CompShg,BrkFace,1158,1285,744.0,Paved,265000,3187.0
2-STORY 1946 & NEWER,Floating Village,8413,True,Somerst,1Fam,Very good,1998,Gable,CompShg,None,1220,1142,1105.0,Paved,312500,3467.0
2-1/2 STORY,Resi Med Density,13500,True,OldTown,1Fam,Very Excellent,1893,Gable,CompShg,None,1521,1254,880.0,Paved,325000,3655.0
1-STORY 1946 & NEWER,Resi Low Density,15676,True,Veenker,1Fam,Very good,1980,Gable,CompShg,BrkFace,2014,0,864.0,Paved,275000,2878.0
2-STORY 1946 & NEWER,Resi Low Density,9950,True,NoRidge,1Fam,Good,1995,Gable,CompShg,BrkFace,1214,1306,721.0,Paved,290000,3241.0
1-STORY 1946 & NEWER,Resi Low Density,15410,True,Sawyer,1Fam,Above Avg,1974,Hip,CompShg,BrkCmn,1494,0,461.0,Paved,169000,1955.0
1-STORY 1945 & OLDER,Resi Med Density,6000,True,BrkSide,1Fam,Average,1921,Gable,CompShg,None,616,0,205.0,Paved,89000,821.0
2-STORY 1946 & NEWER,Resi Low Density,8402,True,Gilbert,1Fam,Above Avg,1998,Gable,CompShg,None,789,676,393.0,Paved,180400,1858.0
1-STORY 1946 & NEWER,Resi Low Density,10655,True,NridgHt,1Fam,Very good,2003,Gable,CompShg,BrkFace,1629,0,880.0,Paved,284000,2509.0
1-STORY 1946 & NEWER,Resi Low Density,10150,True,NAmes,1Fam,Average,1958,Gable,CompShg,None,912,0,275.0,Paved,114500,1187.0
1-STORY 1946 & NEWER,Resi Low Density,10084,True,CollgCr,1Fam,Good,2005,Gable,CompShg,BrkFace,1552,0,782.0,Paved,212900,2334.0
1-STORY 1946 & NEWER,Resi Low Density,16285,True,CollgCr,1Fam,Good,2001,Gable,CompShg,None,1430,0,605.0,Paved,187100,2035.0
2ST PUD - 1946 & NEWER,Floating Village,3230,False,Somerst,TwnhsE,Above Avg,1999,Gable,CompShg,BrkFace,729,729,440.0,Paved,176000,1898.0
1-STORY 1946 & NEWER,Resi Low Density,21579,True,Crawfor,1Fam,Above Avg,1968,Hip,CompShg,None,1488,0,552.0,Paved,215000,2040.0
2-STORY 1946 & NEWER,Resi Low Density,8320,True,CollgCr,1Fam,Good,2004,Gable,CompShg,None,770,812,520.0,Paved,185900,2102.0
1-STORY 1946 & NEWER,Resi Low Density,6960,True,NAmes,1Fam,Below Avg,1970,Gable,CompShg,None,864,0,660.0,Paved,120500,1524.0
2-STORY 1946 & NEWER,Resi Low Density,21930,True,Gilbert,1Fam,Average,2005,Gable,CompShg,None,734,1104,372.0,Paved,192140,2210.0
1-STORY 1946 & NEWER,Resi Low Density,6600,True,Mitchel,1Fam,Average,1982,Gable,CompShg,None,816,0,264.0,Paved,130500,1080.0
1-1/2 STORY FINISHED,Resi Low Density,8405,True,Edwards,1Fam,Below Avg,1945,Gable,CompShg,None,1088,441,240.0,Dirt/Gravel,98000,1769.0
1-STORY 1946 & NEWER,Resi Low Density,11778,True,CollgCr,1Fam,Excellent,2008,Hip,CompShg,Stone,2276,0,1348.0,Paved,475000,3624.0
1-STORY 1945 & OLDER,Resi Med Density,8967,True,IDOTRR,1Fam,Average,1920,Gable,CompShg,None,1077,0,338.0,Dirt/Gravel,67000,1415.0
2-STORY 1946 & NEWER,Resi Low Density,10562,True,NridgHt,1Fam,Very good,2007,Gable,CompShg,Stone,1610,551,789.0,Paved,325624,2950.0
1-STORY 1946 & NEWER,Resi Low Density,12864,True,Mitchel,1Fam,Good,2002,Gable,CompShg,None,1409,0,576.0,Paved,245000,1985.0
1-STORY 1946 & NEWER,Resi Low Density,13695,True,SawyerW,1Fam,Average,2004,Gable,CompShg,None,1114,0,576.0,Paved,159000,1690.0
1-STORY 1946 & NEWER,Resi Low Density,10289,True,NAmes,1Fam,Average,1965,Hip,CompShg,BrkFace,1073,0,515.0,Paved,156000,1588.0
1-STORY 1946 & NEWER,Resi Low Density,15431,True,NridgHt,1Fam,Very Excellent,2008,Hip,CompShg,Stone,2402,0,672.0,Paved,555000,3074.0
1-STORY 1946 & NEWER,Resi Low Density,11120,True,Veenker,1Fam,Above Avg,1984,Gable,CompShg,None,1232,0,516.0,Paved,162500,1748.0
DUPLEX,Resi Low Density,9069,True,SawyerW,Duplex,Above Avg,1993,Gable,CompShg,None,1440,0,920.0,Paved,224500,2360.0
1-STORY 1946 & NEWER,Resi Low Density,47280,True,Gilbert,1Fam,Above Avg,1950,Hip,CompShg,BrkFace,1488,0,738.0,Paved,133000,2226.0
2-STORY 1946 & NEWER,Resi Low Density,7875,True,Gilbert,1Fam,Good,2003,Gable,CompShg,None,807,702,393.0,Paved,180000,1902.0
1-STORY 1946 & NEWER,Resi Low Density,6600,True,Mitchel,1Fam,Average,1982,Gable,CompShg,None,845,0,264.0,Paved,134500,1109.0
2-STORY 1946 & NEWER,Resi Low Density,13682,True,StoneBr,1Fam,Very Excellent,2006,Hip,CompShg,BrkFace,1426,1519,641.0,Paved,438780,3586.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9150,True,NAmes,1Fam,Above Avg,1962,Gable,Tar&Grv,BrkFace,1431,0,296.0,Paved,165000,1727.0
1-STORY 1946 & NEWER,Resi Low Density,7150,True,NAmes,1Fam,Average,1967,Gable,CompShg,BrkFace,892,0,288.0,Paved,100000,1180.0
1-STORY 1946 & NEWER,Resi Low Density,12285,True,NAmes,1Fam,Good,1960,Gable,CompShg,BrkFace,1329,0,441.0,Paved,176000,1770.0
1-STORY 1946 & NEWER,Resi Low Density,17920,True,Sawyer,1Fam,Average,1955,Hip,CompShg,None,1779,0,454.0,Paved,170000,2233.0
1-STPUD-1946 & NEWER,Resi Low Density,3684,True,Blmngtn,TwnhsE,Good,2007,Hip,CompShg,BrkFace,1555,0,660.0,Paved,174000,2215.0
1-1/2 STORY FINISHED,Resi Med Density,7006,True,IDOTRR,1Fam,Above Avg,1925,Gable,CompShg,None,788,448,384.0,Paved,127000,1620.0
2-STORY 1946 & NEWER,Resi Low Density,8390,True,Gilbert,1Fam,Good,1999,Gable,CompShg,None,873,778,450.0,Paved,185900,2101.0
1-STORY 1945 & OLDER,Resi Med Density,5784,True,OldTown,1Fam,Average,1938,Gable,CompShg,None,886,0,273.0,Paved,91300,1159.0
1-STORY 1946 & NEWER,Resi Low Density,9135,True,CollgCr,1Fam,Above Avg,2003,Gable,CompShg,BrkFace,1700,0,544.0,Paved,200000,2244.0
1-1/2 STORY FINISHED,Resi Low Density,10496,True,NAmes,1Fam,Above Avg,1949,Gable,CompShg,BrkFace,1168,678,315.0,Paved,143000,2161.0
1-1/2 STORY FINISHED,Resi Low Density,13650,True,Sawyer,1Fam,Average,1958,Gable,CompShg,None,1252,668,451.0,Paved,172500,2371.0
1-STORY 1946 & NEWER,Resi Low Density,8308,True,Edwards,1Fam,Below Avg,1963,Gable,CompShg,Stone,1088,0,520.0,Partial Paved,110000,1608.0
1-STORY 1946 & NEWER,Resi Low Density,9450,True,NAmes,1Fam,Below Avg,1957,Gable,CompShg,BrkFace,1362,0,768.0,Paved,140000,2130.0
1-STORY 1946 & NEWER,Resi Low Density,9317,True,CollgCr,1Fam,Above Avg,2006,Gable,CompShg,None,1314,0,440.0,Paved,176432,1754.0
1-STORY 1946 & NEWER,Resi Low Density,7153,True,SawyerW,1Fam,Above Avg,1991,Gable,CompShg,BrkFace,1294,0,496.0,Paved,179200,1790.0
1-STORY 1946 & NEWER,Resi Low Density,8814,True,CollgCr,1Fam,Good,2005,Gable,CompShg,BrkFace,1274,0,508.0,Paved,203000,1782.0
1-STORY 1946 & NEWER,Resi Low Density,9849,True,Somerst,1Fam,Good,2007,Hip,CompShg,Stone,1689,0,954.0,Paved,248328,2643.0
1-STORY 1946 & NEWER,Resi Low Density,14463,True,Timber,1Fam,Excellent,2008,Gable,CompShg,BrkFace,1641,0,885.0,Paved,316500,2526.0
1-1/2 STORY FINISHED,Resi Low Density,5190,True,Edwards,1Fam,Good,1948,Gable,CompShg,None,617,462,249.0,Paved,125600,1328.0
1-STORY 1946 & NEWER,Resi Med Density,9750,True,OldTown,1Fam,Average,1959,Gable,CompShg,BrkFace,984,0,308.0,Dirt/Gravel,110000,1292.0
1-STORY 1945 & OLDER,Resi Med Density,6000,True,OldTown,1Fam,Below Avg,1920,Hip,CompShg,None,960,0,308.0,Paved,108500,1268.0
1-STORY 1946 & NEWER,Commercial,8712,True,IDOTRR,1Fam,Average,1952,Hip,CompShg,None,1044,0,504.0,Dirt/Gravel,55993,1548.0
1-1/2 STORY FINISHED,Resi Med Density,11851,True,OldTown,1Fam,Average,1948,Gable,CompShg,None,1027,606,240.0,Paved,129000,1873.0
